Unnamed: 0,time,pos_x,pos_y,pos_z,pos_sp,cmd_pos_x,cmd_pos_y,cmd_pos_z,cmd_pos_sp,cmd_v_x,cmd_v_y,cmd_v_z,cmd_v_sp,cont_dev_x,cont_dev_y,cont_dev_z,cont_dev_sp,v_x,a_x,v_y,a_y,v_z,a_z,v_sp,a_sp,time_diff,f_x,f_y,f_z,a_p,a_e,phi,curr_x,curr_y,curr_z,curr_sp,f_x_sim,f_y_sim,f_z_sim,f_sp_sim,materialremoved_sim
155,3.100000000000001,-3.67350076245948,164.50600132034918,414.1598951274794,164.64982139099573,-3.649985688986839,164.49998885038053,414.1600467878352,163.19405587174057,0.7836840052903062,-0.2003720701918485,0.0066554475002441,-0.0388345257420276,0.0235256412300104,-0.0060152833155228,0.0001262453495769,0.0,0.7599277844810153,-56.36237624000247,-0.2437771386410708,7.190513998088784,-0.0260593735024678,6.035320101239271,-0.1893644532498324,14.8879147707186,0.002,-0.0046468361778307,0.0023465551039791,0.0153389972810609,0.0,10.0,180.0,-0.1229256677774274,-4.880057114761304,-0.3911174208185488,0.0058994667141136,0.0,0.0,0.0,0.0,0.0
156,3.120000000000001,-3.6614224047770505,164.50286029372097,414.1599810647378,164.64632827539944,-3.6499899427245226,164.49998998465975,414.1601079741514,163.1902882830645,0.381116164267731,-0.09568816017604,0.0063745416566895,0.1025220822078761,0.0114340740644714,-0.0028707393402955,8.454437565471919e-05,0.0,0.570253535328473,-19.39053119594028,-0.1014614655024728,2.3049437679738043,-0.0010413260710797,3.702917551084446,-0.200060274394963,-10.99802089280442,0.002,0.0048719780555345,0.0021027110743339,0.0145773964059515,0.0,10.0,180.0,-0.375118931939995,-4.851895528199928,-0.3785805609438591,0.0068384864450488,0.0,0.0,0.0,0.0,0.0
157,3.140000000000002,-3.655535553338429,164.50069901466878,414.1600222324264,165.67918747140422,-3.649990001490092,164.49999000038898,414.1601851423637,168.65794404993818,0.1848513735988178,-0.0236280469253435,0.0077533789577945,864.0853318110176,0.0055455519861835,-0.0007090151196242,0.000111557314764,0.0,0.076352571865522,-8.654828339809324,-0.0902262598859653,13.044998711910496,-0.0037561043727042,4.546893487785097,322.9815723942232,64649.35608535879,0.002,0.0009370757529058,0.0073822936183778,0.3783552463668055,0.0,10.0,180.0,-0.4187564371514695,-4.889867892377859,-0.3755822441485595,-3.5047654311949,0.0,0.0,0.0,0.0,0.0
158,3.160000000000001,-3.6527697013158,164.50013852502923,414.15640006174897,187.4243682405433,-3.649990000608936,164.4999900001709,414.1229297744432,200.33436299367943,0.0926579113619402,-0.004953592873961,-6.499641980597742,2303.928917005361,0.00277970141222,-0.0001485247097386,0.0029065719847835,0.0,0.1644621770370219,-9.269530733940249,-0.0121572934097074,0.247361234754018,-1.4362855136630293,-408.5805775611815,1863.970525838497,75748.13915526375,0.002,0.004614793477881,0.0033951074925942,0.5482348538236489,0.0,10.0,180.0,-0.4764002890286748,-4.902351350892948,-2.718599840239916,-14.216203441247645,0.0,0.0,0.0,0.0,0.0
159,3.180000000000001,-3.651556668562961,164.50005185128822,413.9535319113143,239.62578316254505,-3.649990000184598,164.49999000007375,413.7643113134738,260.8117097519808,0.0522225908345593,-0.0020659716901491,-29.259425940152248,3743.85388616215,0.0015666659276575,-6.185102445985062e-05,0.1001865249138839,0.0,0.0350525113180894,7.075414140870207,0.0064087999794084,0.7267091262949024,-21.33201364898259,-1223.9917092120863,3347.3088169801363,73499.37419409849,0.002,-0.0009003134078669,0.0080756510357986,0.7411909952379295,0.0,10.0,180.0,-0.5193715565529518,-4.909056165546511,-6.453351436017547,-18.23389409680577,0.0,0.0,0.0,0.0,0.0
160,3.200000000000001,-3.65037032566167,164.49998937887614,413.21536294316246,321.28682518530456,-3.6499900000315377,164.4999900000508,412.6906996474448,350.08996954819,0.0126814840285818,2.072675789173452e-05,-67.59024913130469,5183.916203076255,0.0003803178589745,6.212047070531054e-07,0.272717724137074,0.0,0.0507385691345652,-0.9840833543101958,0.0180925305419899,3.0527896949765445,-56.20735457473319,-2236.6593066579976,4813.718640696167,72383.44996202078,0.002,0.0004963163349264,0.0049604213731712,0.4375597043903997,0.0,10.0,180.0,-0.4549337397198694,-4.920877795282751,-10.672075203628,-19.57865948022438,0.0,0.0,0.0,0.0,0.0
161,3.220000000000001,-3.649804383849085,164.49999400961718,411.6874236954941,431.9129244320823,-3.649990000000345,164.4999900000985,410.772606437604,468.1691413742249,-0.0061914246174229,-0.0001355027180222,-98.02319421830052,6623.987606446921,-0.0001856244649597,-4.0095309444742376e-06,0.4131498067921205,0.0,-0.0019844232800561,-0.6238527328908867,0.00780537294911,3.663004632907769,-92.01589472757968,-1236.8008552675014,6248.67962376454,72091.52982538624,0.002,0.0034356902169263,0.0028152967906848,0.1007106066437939,0.0,10.0,180.0,-0.4002786424391372,-4.917262540898987,-6.823494406708238,-20.08091961981585,0.0,0.0,0.0,0.0,0.0
162,3.2400000000000007,-3.649657657208804,164.50022931718877,409.61065082598105,571.3512884948968,-3.649990000000001,164.4999900005576,408.35225096196245,615.0490600311755,-0.0110810139469025,-0.0079801198476531,-115.20586148896588,8064.002935066531,-0.0003323483440987,-0.0002393169948843,0.3510333145963337,0.0,0.0024393641456404,-5.613528186164585,0.0219311496761724,-8.903790120302421,-113.72149734970048,-695.3723352323059,7694.964358401558,72157.93451268462,0.002,-3.760462631336672e-05,0.0013891134777004,-0.1530341023161732,0.0,10.0,180.0,-0.3720530973195907,-4.902749354541127,-4.250142507824639,-20.642471840960845,0.0,0.0,0.0,0.0,0.0
163,3.2600000000000007,-3.649980055949869,164.49986580832464,407.2628284542652,739.713705077231,-3.649990000000001,164.4999895597518,405.8289011002623,790.729060319181,-0.0003755040577712,0.0040731554721216,-115.52830664121612,9503.99972019335,-9.949684424490508e-06,0.0001241837072135,0.1976806582913627,0.0,0.0161151769164702,6.086696212621599,0.0151686446871822,-1.096794257056151,-118.28890032842872,113.1880923255753,9141.933425297117,72028.79375752287,0.002,0.0025387107146028,0.0031548456876258,-0.4929973552957993,0.0,10.0,180.0,-0.3857977759534065,-4.930825154231928,-0.3152568425465998,-20.90379841156085,0.0,0.0,0.0,0.0,0.0
164,3.280000000000001,-3.650053314005589,164.49974187871524,404.9890916976996,936.8626562489474,-3.649990000000001,164.49998635989704,403.6007745795852,995.2090604617276,0.0020992840527727,0.0079622227551977,-97.14604602599748,10944.00072725365,6.330647036232291e-05,0.0002471007392404,0.0064633405660183,0.0,-0.0346150521050388,3.1870818146987743,0.002763805362466,3.282473647191688,-105.06602694415888,1194.4698177640505,10572.25003769092,71857.42790812915,0.002,0.0015875662008586,-0.0047687849035579,-0.7593224711251213,0.0,10.0,180.0,-0.37893693629458,-4.953860915931282,4.290336902483211,-22.43713949239751,0.0,0.0,0.0,0.0,0.0
