Unnamed: 0,time,pos_x,pos_y,pos_z,pos_sp,cmd_pos_x,cmd_pos_y,cmd_pos_z,cmd_pos_sp,cmd_v_x,cmd_v_y,cmd_v_z,cmd_v_sp,cont_dev_x,cont_dev_y,cont_dev_z,cont_dev_sp,v_x,a_x,v_y,a_y,v_z,a_z,v_sp,a_sp,time_diff,f_x,f_y,f_z,a_p,curr_x,curr_y,curr_z,curr_sp,f_x_sim,f_y_sim,f_z_sim,f_sp_sim,materialremoved_sim
0,0.004,258.8501036369778,474.5006541883022,504.1602540200555,164.65274498934446,258.85010900000003,474.50065600000016,504.1602680000002,163.2000000000001,0.0001940252824559,6.531827264123759e-05,0.0003883846595533,0.0,5.959381332066498e-06,2.011095269803161e-06,1.3376039014210587e-05,0.0,-0.0008966587080658,0.3125007533042525,0.0048573203693946,-1.7995956407493363,0.0009458802131779,1.0999574019104084,-1.3371287902537823e-05,51.4988166074905,0.002,0.0016278818900914,0.0016055842151565,0.010774790741709,0.0,-0.3320267571421605,-5.613285165950592,0.2734462548313032,0.0,0.0,0.0,0.0,0.0,0.0
1,0.02,258.85009996660057,474.5006578933354,504.1602659237484,164.65287364248144,258.85010900000003,474.50065600000016,504.1602680000002,163.2000000000001,0.0003196822569832,-6.193852472566219e-05,-3.975193056924468e-06,0.0,9.820854161353353e-06,-1.8948991032960023e-06,1.656171315335244e-06,0.0,-0.0009372141919399,0.1122564576645619,3.11175645028929e-05,-0.361255079539388,-0.0034161575985985,0.4871861174894878,0.0344865390022783,17.075994775982696,0.002,0.0024358321965454,0.0028842370441479,0.0115666999493601,0.0,-0.3320208226390481,-5.611329036976319,0.2734689895609981,0.0,0.0,0.0,0.0,0.0,0.0
2,0.04,258.8500922174207,474.5006498599495,504.1602678412568,164.65313298996222,258.85010900000003,474.50065600000016,504.1602680000002,163.2000000000001,0.0005784179973976,0.0002064200888069,-0.0001357079333001,0.0,1.757836340180665e-05,6.341768938113523e-06,-2.829823149679007e-07,0.0,-0.0005392944887124,0.9621925931169828,0.001922532227307,-0.1232632502440244,-0.0019030818910224,-0.1137674596863323,-0.0338404902798461,-0.0290400920209805,0.002,0.0015652597576525,0.0032206474314386,0.0115385705835449,0.0,-0.3339879489085819,-5.613217702196082,0.2724760850000707,0.0,0.0,0.0,0.0,0.0,0.0
3,0.06,258.85011512045804,474.5006556147083,504.1602562190634,164.6528492799419,258.85010900000003,474.50065600000016,504.1602680000002,163.2000000000001,-0.0001996523078877,1.2707189279480822e-05,0.0003940188531508,0.0,-6.114349586725311e-06,3.898604335464404e-07,1.1530131321814832e-05,0.0,-0.0029461463314089,0.3625085167653776,-1.2975257294303808e-05,0.1263547188941185,-0.0034267645419732,0.236636690704551,0.0001719268948182,17.189388456192226,0.002,0.0016621515443258,0.0029712294714568,0.0111061433114423,0.0,-0.3329852465116115,-5.612190611514395,0.2724201857233003,0.0,0.0,0.0,0.0,0.0,0.0
4,0.08,258.85010580516104,474.50065595318176,504.1602615356911,164.65299361454578,258.85010900000003,474.50065600000016,504.1602680000002,163.2000000000001,0.0001303469513361,1.6358866915408229e-06,0.0001482812969585,0.0,3.997113483811401e-06,4.9535449231743934e-08,6.234275686197137e-06,0.0,-0.0019485502679877,0.4629517715323444,0.0024260301778449,0.1375019422505987,-0.002429925705193,-0.0113365754818608,0.0336691804193492,25.74911774619612,0.002,0.0016284266975069,0.0017305108056276,0.010962205290616,0.0,-0.3329267351286162,-5.612204880711572,0.273341918611437,0.0,0.0,0.0,0.0,0.0,0.0
5,0.1,258.8500960435995,474.50064647370647,504.1602652586732,164.65287310531463,258.85010900000003,474.50065600000016,504.1602680000002,163.2000000000001,0.0004545752756233,0.0003170158171779,1.5417614478443553e-05,0.0,1.3953226341532976e-05,9.73073901070122e-06,2.3431388415847283e-06,0.0,-0.0009568919167609,0.5880765439471751,0.0004906421315688,0.3745203495056796,-0.0034135942426975,-0.0109096961244968,0.033499332173497,-8.598756745025074,0.002,0.0018211016512419,0.0020753495147374,0.0114881561205464,0.0,-0.3329276649780682,-5.611238244242696,0.2742880004896143,0.0,0.0,0.0,0.0,0.0,0.0
6,0.12,258.8501112627404,474.5006525492963,504.1602753382618,164.6530219693826,258.85010900000003,474.50065600000016,504.1602680000002,163.2000000000001,-7.380108296436728e-05,0.0001192099166236,-0.000392750352288,0.0,-2.264018327407559e-06,3.6630539924017394e-06,-7.729739176190624e-06,0.0,-1.0875029435585464e-05,0.0121451608267761,0.00050054746455,0.3623360160843769,-0.0029272751650535,-0.1254603296584487,-0.0346874055112689,-0.0183056663581368,0.002,0.0018802876372502,0.0027582984824532,0.0118740033746374,0.0,-0.334939273913796,-5.612244051080421,0.2733051268578388,0.0,0.0,0.0,0.0,0.0,0.0
7,0.14,258.85011154347467,474.5006543125049,504.1602660804644,164.65289039164105,258.85010900000003,474.50065600000016,504.1602680000002,163.2000000000001,-7.637730053984487e-05,5.541736453598221e-05,-7.379948239547186e-05,0.0,-2.33598639828474e-06,1.6992051744075108e-06,1.7123751026505006e-06,0.0,-0.0023945278603687,-0.0011021481188917,0.0005033235262632,0.124818581595065,-0.0014534271207016,-0.1264839784488964,0.0683554110246098,-0.0010771152585846,0.002,0.0015595056664637,0.0026330594787975,0.0110045372032844,0.0,-0.3340044441619908,-5.612388868962657,0.2733440246879349,0.0,0.0,0.0,0.0,0.0,0.0
8,0.16,258.8501072468487,474.500658190378,504.160269708727,164.6527565588381,258.85010900000003,474.50065600000016,504.1602680000002,163.2000000000001,6.384604620491622e-05,-7.128240562170079e-05,-0.0001945331508987,0.0,1.9734883310641737e-06,-2.192129247175612e-06,-2.127746814394523e-06,0.0,-0.0038788243193807,0.2622062735538566,0.0005097958700779,-0.1254411704029832,-0.0014836929328891,-0.4877721534514121,2.516417709929812e-05,-0.0342212779727222,0.002,0.0012674886238265,0.0020930693314103,0.0111645518410547,0.0,-0.332059148719434,-5.611584608110764,0.2734245657186968,0.0,0.0,0.0,0.0,0.0,0.0
9,0.18,258.850105037414,474.5006521310845,504.1602752283712,164.65274693969272,258.85010900000003,474.50065600000016,504.1602680000002,163.2000000000001,0.0001428018596966,0.0001321283791341,-0.0003144389734318,0.0,4.3912582822288106e-06,4.058773260458124e-06,-7.847554252327803e-06,0.0,-0.0009841412414563,-0.2367405382179828,-0.0009862123697975,-0.2498533027944549,-0.0019418687013758,-0.7242152192813881,-0.0333175961028047,8.527574620858267,0.002,0.0014936414167105,0.0025761139883848,0.0112757474564608,0.0,-0.3320203090348529,-5.612551516253553,0.273455023055405,0.0,0.0,0.0,0.0,0.0,0.0
